id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1947238,Rental unit in Valencia · ★4.74 · 3 bedrooms · 4 beds · 1 bath,2037083,Isabel,L'EIXAMPLE,RUSSAFA,39.46304,-0.37031,Entire home/apt,107,28,47,2022-05-19,0.42,12,41,0,Registro Turístico nº VT-34114-V
698472,Rental unit in Valencia · ★4.69 · 3 bedrooms · 3 beds · 2 baths,3580428,Begoña Y Quique,POBLATS MARITIMS,EL GRAU,39.45993,-0.33699,Entire home/apt,54,4,212,2021-08-28,1.66,1,0,0,VT-36.875-V
1970631,Rental unit in València · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,2814251,Carlos,L'OLIVERETA,SOTERNES,39.47141857540364,-0.405359183583357,Private room,32,2,166,2023-08-28,2.69,2,324,56,
698779,Home in Valencia · ★4.89 · 2 bedrooms · 2 beds · 1.5 shared baths,2747343,Rosa,L'EIXAMPLE,RUSSAFA,39.46163,-0.3718,Private room,58,1,67,2023-09-09,0.52,1,211,1,
714886,Rental unit in Valencia · ★4.65 · 3 bedrooms · 4 beds · 1 bath,3701192,Adriana,POBLATS DEL SUD,EL PERELLONET,39.30483,-0.29189,Entire home/apt,88,2,130,2023-07-24,1.02,4,134,6,VT-33997-V
1991246,Rental unit in Valencia · ★4.45 · 1 bedroom · 2 beds · 1 shared bath,8788278,Laura,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46837615966797,-0.3317129909992218,Private room,50,2,51,2023-08-11,0.44,2,42,11,
716081,Rental unit in Valencia · ★4.50 · 3 bedrooms · 4 beds · 1.5 baths,3690047,Mompo Gimeno Asociados Sl,L'EIXAMPLE,RUSSAFA,39.46005,-0.37687,Entire home/apt,97,31,24,2023-03-23,0.25,6,146,5,
2000011,Loft in Valencia · ★5.0 · 1 bedroom · 1 bed · 1 bath,1134386,Yolanda,EXTRAMURS,LA PETXINA,39.47494,-0.38946,Entire home/apt,73,3,11,2023-08-15,0.66,1,46,6,
2053439,Loft in València · ★4.80 · 1 bedroom · 3 beds · 1 bath,10172001,Jose,CIUTAT VELLA,LA XEREA,39.47625,-0.37203,Entire home/apt,130,3,219,2023-09-04,2.13,1,320,30,
720307,Rental unit in Valencia · ★4.46 · 1 bedroom · 1 bed · 1 bath,3717753,Paul,EXTRAMURS,EL BOTANIC,39.47573,-0.38542,Entire home/apt,50,2,273,2023-08-28,2.19,1,132,44,
2060665,Boat in València · ★4.33 · 4 bedrooms · 2 beds · 3 baths,10546463,Oscar,POBLATS MARITIMS,EL GRAU,39.461847019237474,-0.3297404088538649,Entire home/apt,259,1,9,2018-04-22,0.12,1,365,0,6va30708
724380,Rental unit in Valencia · ★4.53 · 2 bedrooms · 2 beds · 1 bath,3744401,Jose,CIUTAT VELLA,EL MERCAT,39.47436,-0.3809,Entire home/apt,115,5,131,2023-08-21,1.29,2,147,20,
2095326,Loft in Valencia · ★4.72 · 1 bedroom · 1 bed · 1 bath,9963028,Pilar,L'EIXAMPLE,RUSSAFA,39.46194,-0.37451,Entire home/apt,105,15,168,2022-09-05,1.42,1,0,0,VT-45119-V
749353,Rental unit in Valencia · 2 bedrooms · 4 beds · 2 baths,3938126,Luis,POBLATS DEL SUD,EL SALER,39.36333,-0.32081,Entire home/apt,60,1125,0,,,1,365,0,
2103536,Rental unit in Valencia · ★4.64 · 3 bedrooms · 4 beds · 2 baths,10725621,Erika,CAMINS AL GRAU,AIORA,39.46336,-0.33761,Entire home/apt,179,3,151,2023-08-28,1.39,1,345,18,
2146923,Rental unit in València · ★4.65 · 3 bedrooms · 4 beds · 2 baths,10959379,Victoria,CIUTAT VELLA,EL CARME,39.47798,-0.38155,Entire home/apt,132,1,646,2023-08-31,5.51,5,120,108,VT32878V
2162050,Rental unit in València · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,4081508,Mak,POBLATS MARITIMS,LA MALVA-ROSA,39.47626,-0.32635,Private room,26,29,74,2023-07-29,0.63,2,320,5,
760857,Rental unit in València · ★4.91 · 1 bedroom · 2 beds · 1 bath,372326,Sandro And BB,CIUTAT VELLA,EL MERCAT,39.47305,-0.38039,Entire home/apt,113,28,140,2023-08-09,1.26,2,165,8,
2211787,Rental unit in Valencia · ★4.78 · 1 bedroom · 3 beds · 1 bath,9855565,Maria,EXTRAMURS,ARRANCAPINS,39.46609,-0.38208,Entire home/apt,70,3,447,2023-08-31,3.82,1,202,59,VT-44006-V
770166,Rental unit in Valencia · ★4.59 · 1 bedroom · 1 bed · 1.5 shared baths,3862124,Carmina,EXTRAMURS,ARRANCAPINS,39.46112,-0.38181,Private room,20,31,33,2018-09-17,0.30,2,168,0,
772380,Loft in Valencia · ★4.95 · 1 bedroom · 1 bed · 1 bath,4075514,Alicia,CIUTAT VELLA,EL MERCAT,39.47391,-0.37675,Entire home/apt,86,2,274,2023-09-11,2.13,6,121,46,VT-34649-V
2292748,Vacation home in Valencia · ★4.51 · 2 bedrooms · 1 bed · 1 bath,11713070,Jonatan,L'OLIVERETA,NOU MOLES,39.4702,-0.40243,Entire home/apt,102,2,123,2023-09-07,1.06,2,324,24,VT-36818-V
2340272,Rental unit in Valencia · ★4.95 · 1 bedroom · 1 bed · 1 private bath,3318585,Alba,PATRAIX,SAFRANAR,39.45868,-0.39453,Private room,50,2,41,2023-06-30,0.35,1,32,34,
776819,Loft in Valencia · ★4.74 · Studio · 3 beds · 1 bath,4096931,Jose,CIUTAT VELLA,EL CARME,39.47668,-0.37992,Entire home/apt,115,3,384,2023-09-02,2.97,7,208,44,
782199,Rental unit in Valencia · ★4.81 · 1 bedroom · 8 beds · 1 private bath,3204897,Jennifer,POBLATS MARITIMS,EL GRAU,39.4608,-0.33432,Private room,21,7,32,2023-08-31,0.30,7,23,9,
782942,Loft in Valencia · ★4.92 · 1 bedroom · 1 bed · 1 bath,4075514,Alicia,CIUTAT VELLA,EL MERCAT,39.47384,-0.37677,Entire home/apt,86,2,254,2023-09-05,2.01,6,192,38,VT-34650-V
793674,Rental unit in Valencia · ★4.48 · 1 bedroom · 1 bed · 1 private bath,4081508,Mak,POBLATS MARITIMS,LA MALVA-ROSA,39.47661,-0.32603,Private room,29,30,160,2023-07-31,1.25,2,249,6,
2353221,Rental unit in Valencia · ★4.54 · 1 bedroom · 2 beds · 1 bath,2423092,Maria Luisa,L'EIXAMPLE,RUSSAFA,39.46215,-0.37183,Private room,40,3,80,2023-09-11,0.69,2,324,32,
2360229,Rental unit in Valencia · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,7463142,Silvia,L'OLIVERETA,NOU MOLES,39.47135,-0.40503,Private room,48,28,57,2023-04-30,0.49,1,162,3,
814174,Rental unit in València · ★4.80 · 1 bedroom · 1 bed · 1 bath,4278441,Rafa,EXTRAMURS,ARRANCAPINS,39.46179,-0.38395,Entire home/apt,31,3,85,2023-03-20,0.93,1,0,1,
2364778,Rental unit in València · ★4.74 · 2 bedrooms · 3 beds · 2 baths,3454879,Vivien,L'EIXAMPLE,LA GRAN VIA,39.46807,-0.36511,Entire home/apt,115,4,262,2023-09-12,2.26,1,13,30,VT-37238-V
832274,Condo in Valencia · ★4.87 · 1 bedroom · 2 beds · 1 bath,4356813,Laura Y Lucia,CIUTAT VELLA,SANT FRANCESC,39.47039,-0.37314,Entire home/apt,80,3,322,2023-09-10,2.46,2,5,43,VT-38489-V
2424805,Rental unit in Valencia · ★4.53 · 2 bedrooms · 3 beds · 1.5 baths,12392664,Laura,QUATRE CARRERES,MONT-OLIVET,39.4601,-0.3665,Entire home/apt,109,7,128,2023-08-03,1.11,1,297,6,
852911,Rental unit in Valencia · ★4.85 · 1 bedroom · 3 beds · 2 baths,3813918,Guillermo,L'EIXAMPLE,RUSSAFA,39.45832,-0.37453,Private room,25,16,20,2015-07-08,0.17,1,150,0,
853840,Loft in Valencia · ★4.70 · 1 bedroom · 2 beds · 1 bath,2361433,Raúl,CIUTAT VELLA,EL MERCAT,39.47234,-0.3775,Entire home/apt,91,2,99,2023-09-07,0.95,2,102,8,VT-38806-V
2445550,Loft in Valencia · ★4.81 · 1 bedroom · 2 beds · 1.5 baths,6068973,Carlos,CIUTAT VELLA,SANT FRANCESC,39.47161,-0.37684,Entire home/apt,42,4,220,2019-09-25,1.90,1,0,0,VT-37898-V
2452337,Rental unit in Valencia · ★4.57 · Studio · 1 bed · 1 bath,8988014,Emilio Y Sara,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46845,-0.33164,Entire home/apt,85,3,174,2023-07-20,1.55,7,261,16,VT-36803-V
2459637,Rental unit in Valencia · ★4.48 · 1 bedroom · 2 beds · 1 bath,2423092,Maria Luisa,L'EIXAMPLE,RUSSAFA,39.46215,-0.37286,Private room,40,3,114,2023-09-11,0.99,2,344,31,
2486462,Rental unit in València · ★4.65 · 2 bedrooms · 2 beds · 1 bath,12723722,Cristina,CIUTAT VELLA,LA SEU,39.47636,-0.37638,Entire home/apt,112,3,198,2023-08-30,1.71,2,211,35,
864794,Loft in Valencia · ★4.21 · 1 bedroom · 3 beds · 1.5 baths,3964897,Ricardo,CIUTAT VELLA,LA XEREA,39.4715,-0.37196,Entire home/apt,47,1,29,2023-09-14,2.76,1,280,29,
2488639,Condo in Valencia · ★4.92 · 2 bedrooms · 4 beds · 2 baths,12737363,Toni,POBLATS DE L'OEST,BENIMAMET,39.50489,-0.42584,Entire home/apt,119,2,96,2023-09-10,0.83,1,51,18,PGVT-1718-V
870353,Rental unit in Valencia · ★4.88 · 1 bedroom · 2 beds · 1 bath,4586701,Fátima,PATRAIX,FAVARA,39.45543,-0.39485,Entire home/apt,63,5,43,2023-09-12,0.34,1,60,9,VT-34118-V E
2490695,Rental unit in Valencia · ★4.59 · 2 bedrooms · 4 beds · 1.5 baths,12749124,Hans En Saskia,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46462014673436,-0.3247972960579802,Entire home/apt,93,5,104,2023-08-31,0.92,2,167,13,VT-46662-V
880307,Rental unit in Valencia · ★4.82 · 2 bedrooms · 2 beds · 1 bath,4655487,Oscar,JESUS,LA RAIOSA,39.45987,-0.38732,Entire home/apt,50,25,112,2023-08-29,0.88,1,60,9,
2530882,Rental unit in València · ★4.38 · 1 bedroom · 2 beds · 1 bath,12891487,Katerina,CAMPANAR,SANT PAU,39.48858,-0.40203,Entire home/apt,103,2,13,2023-09-10,1.05,1,41,12,
888048,Rental unit in Valencia · ★4.43 · 1 bedroom · 2 beds · 1 bath,4708020,Happy Apartments Valencia,CIUTAT VELLA,EL PILAR,39.474464416503906,-0.3816869854927063,Entire home/apt,124,1,67,2021-07-05,0.52,1,314,0,
2533554,Rental unit in Valencia · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,12976069,Eva,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46385,-0.33058,Private room,26,2,228,2023-09-11,2.00,1,321,44,
896304,Loft in Valencia · ★4.69 · 2 bedrooms · 3 beds · 2 baths,2570450,Morten,POBLATS DEL SUD,EL PERELLONET,39.29884,-0.28764,Entire home/apt,139,2,216,2023-09-03,1.70,1,0,21,
2534892,Rental unit in Valencia · ★4.54 · 2 bedrooms · 3 beds · 1 bath,6383590,Sony,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46477,-0.33255,Entire home/apt,100,4,255,2023-09-05,2.20,1,1,11,VT-36594-V9
904675,Rental unit in Valencia · ★4.80 · 1 bedroom · 1 bed · 1 bath,4839579,Alejandro,CAMINS AL GRAU,ALBORS,39.46926,-0.35437,Entire home/apt,74,40,61,2023-09-03,0.48,1,141,5,VT-37169-V
2535466,Rental unit in Valencia · ★4.71 · 1 bedroom · 1 bed · 1 bath,9933766,Gabriela,EXTRAMURS,LA ROQUETA,39.4682,-0.38089,Entire home/apt,120,3,38,2022-07-17,0.34,1,124,0,VT40125V
909800,Rental unit in Valencia · 4 bedrooms · 1 bed,4877564,Andrea,POBLATS MARITIMS,EL GRAU,39.46157,-0.33124,Entire home/apt,40,360,0,,,1,14,0,
2537606,Guest suite in Valencia · ★4.82 · 1 bedroom · 1 bed · 1 private bath,12993313,Ester,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47067,-0.32907,Private room,25,2,44,2023-09-01,0.38,3,0,10,VT-33173-V
2606636,Rental unit in Valencia · ★4.73 · 5 bedrooms · 3 beds · 2 baths,791187,Inés,POBLATS MARITIMS,LA MALVA-ROSA,39.48273,-0.32575,Entire home/apt,163,5,119,2023-09-13,1.04,6,51,26,
2646820,Rental unit in Valencia · ★4.50 · 2 bedrooms · 3 beds · 1 bath,1497590,David,LA SAIDIA,MORVEDRE,39.48614,-0.37346,Entire home/apt,88,3,69,2023-08-26,0.60,3,296,10,VT-36792-V
923390,Rental unit in Valencia · ★4.56 · 2 bedrooms · 3 beds · 1 bath,4966350,Avatar Valencia,CIUTAT VELLA,SANT FRANCESC,39.46951,-0.37527,Entire home/apt,120,3,272,2023-09-03,2.12,6,125,31,VT-41254-V
2690646,Rental unit in Valencia · ★4.33 · 1 bedroom · 2 beds · 1 private bath,2404140,Adriana,L'EIXAMPLE,RUSSAFA,39.46296,-0.36634,Private room,829,2,19,2019-07-08,0.25,1,0,0,
927457,Condo in Valencia · ★4.89 · 1 bedroom · 2 beds · 1 bath,4356813,Laura Y Lucia,CIUTAT VELLA,SANT FRANCESC,39.46949,-0.37353,Entire home/apt,83,3,381,2023-08-20,2.97,2,90,32,VT-38490-V
2697546,Rental unit in Valencia · ★4.47 · 4 bedrooms · 8 beds · 2 baths,13806052,Federico,LA SAIDIA,MORVEDRE,39.48327,-0.37526,Entire home/apt,300,2,45,2023-08-25,0.45,1,130,16,VT -36774-V
929005,Rental unit in Valencia · ★4.89 · 1 bedroom · 2 beds · 1 shared bath,5001171,Tony,L'EIXAMPLE,RUSSAFA,39.46041,-0.37373,Private room,40,1,73,2023-09-04,0.80,1,323,13,
2706156,Loft in Valencia · ★4.78 · Studio · 2 beds · 1 bath,13849445,Felix,CIUTAT VELLA,EL CARME,39.47863,-0.38021,Entire home/apt,107,2,162,2023-09-09,1.47,1,67,28,VT-40399-V
949370,Rental unit in Valencia · 2 bedrooms · 3 beds · 1 bath,5147403,Juan Antonio,CAMINS AL GRAU,ALBORS,39.46618,-0.35174,Entire home/apt,89,2,0,,,1,0,0,
951216,Rental unit in Valencia · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,5160585,Virginia,CIUTAT VELLA,EL PILAR,39.4731,-0.38344,Entire home/apt,100,3,3,2023-07-26,0.02,1,107,2,
955937,Loft in Valencia · ★4.82 · 1 bedroom · 1 bed · 1.5 baths,5194762,Sergio,CAMPANAR,SANT PAU,39.47578,-0.39926,Entire home/apt,199,2,152,2021-08-04,1.19,1,2,0,VT-38235-V
2725241,Rental unit in Valencia · ★4.59 · 1 bedroom · 1 bed · 1 bath,13945003,Mercedes,EXTRAMURS,ARRANCAPINS,39.461,-0.37965,Entire home/apt,142,2,292,2023-09-02,2.55,3,307,22,VT-37127-V
959190,Rental unit in Valencia · ★5.0 · 3 bedrooms · 4 beds · 2 baths,5220094,Pilar,POBLATS DEL SUD,EL SALER,39.35203,-0.32259,Entire home/apt,121,6,5,2023-09-06,0.04,1,44,2,VT-40126-V
2743692,Rental unit in Valencia · ★4.86 · 2 bedrooms · 2 beds · 2 baths,14037016,Isidro,L'EIXAMPLE,RUSSAFA,39.46416,-0.3728,Entire home/apt,189,4,287,2023-08-22,2.52,5,44,28,VT-36424-V
2773236,Rental unit in Valencia · ★4.80 · 3 bedrooms · 5 beds · 2 baths,14182776,Alberto,CAMINS AL GRAU,PENYA-ROJA,39.46124,-0.35193,Entire home/apt,199,1,135,2023-08-25,1.18,34,17,20,AT-36068-V
960147,Condo in Valencia · ★4.92 · 1 bedroom · 1 bed · 1 bath,4678441,Manuel,CIUTAT VELLA,EL CARME,39.47753,-0.37966,Entire home/apt,70,2,246,2023-08-28,1.98,1,285,36,VT-37416-V
2782334,Rental unit in Valencia · ★4.48 · 4 bedrooms · 5 beds · 2 baths,14230948,Julia,POBLATS DEL SUD,EL SALER,39.3545,-0.32258,Entire home/apt,80,30,56,2023-06-30,0.49,1,109,5,
969359,Rental unit in Valencia · ★4.61 · 3 bedrooms · 3 beds · 1.5 baths,5128253,Yulia,POBLATS MARITIMS,NATZARET,39.44833,-0.33492,Entire home/apt,84,2,280,2023-08-31,2.19,2,58,45,
2796700,Rental unit in Valencia · ★4.67 · 2 bedrooms · 1 bed · 1 shared bath,14306345,Carmela,L'EIXAMPLE,RUSSAFA,39.46262,-0.36879,Private room,60,1,3,2022-10-03,0.05,1,340,1,
2821086,Rental unit in València · ★4.90 · 1 bedroom · 1 bed · 1 bath,14432005,Jorge,CIUTAT VELLA,LA SEU,39.47449,-0.37468,Entire home/apt,100,5,369,2023-09-11,3.54,1,115,38,
2851410,Rental unit in Valencia · ★4.73 · 2 bedrooms · 2 beds · 1 bath,1497590,David,EXTRAMURS,ARRANCAPINS,39.4682,-0.3886,Entire home/apt,84,3,48,2023-09-03,0.43,3,276,13,VT-36793-V
4946496,Loft in València · ★4.97 · 1 bedroom · 2 beds · 1 bath,25494842,Jose,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46845,-0.33009,Entire home/apt,143,3,150,2023-09-12,1.46,1,55,21,VT-36453-V
2855311,Rental unit in València · ★4.89 · 2 bedrooms · 4 beds · 1 bath,14597325,Carlos & Petra,CIUTAT VELLA,EL MERCAT,39.47503,-0.38077,Entire home/apt,78,4,140,2023-09-05,1.23,2,56,19,
5000236,Rental unit in Valencia · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,25785176,Susana,BENICALAP,BENICALAP,39.49611,-0.38121,Private room,15,4,22,2020-04-01,0.26,2,253,0,
5003768,Rental unit in València · ★4.48 · 1 bedroom · 2 beds · 1 bath,9142314,Rafael,CIUTAT VELLA,LA SEU,39.47633,-0.3789,Entire home/apt,61,6,147,2023-08-17,1.42,1,167,17,
2868831,Rental unit in Valencia · ★4.72 · 4 bedrooms · 4 beds · 2 baths,7479594,Annika + Alex,ALGIROS,LA VEGA BAIXA,39.47615,-0.3499,Entire home/apt,221,2,158,2023-08-11,1.43,1,62,8,
5039166,Rental unit in Valencia · ★4.55 · 1 bedroom · 1 bed · 1 bath,9513405,Sonia,EXTRAMURS,LA ROQUETA,39.46807,-0.38262,Entire home/apt,79,3,33,2023-08-27,0.32,1,45,12,VT-39528-V
2962380,Home in Valencia · ★4.55 · 2 bedrooms · 3 beds · 2.5 baths,14975898,Addison,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46474,-0.33022,Entire home/apt,120,14,53,2019-04-21,0.48,1,0,0,VT-46051-V
5080809,Rental unit in Valencia · ★4.63 · 3 bedrooms · 3 beds · 1 bath,26241496,Guillermo Y Margarita,ALGIROS,CIUTAT JARDI,39.475033,-0.34718,Entire home/apt,98,3,150,2023-09-02,1.45,2,0,4,
5092574,Rental unit in València · ★4.89 · 1 bedroom · 1 bed · 1 bath,26311267,Tono,CIUTAT VELLA,SANT FRANCESC,39.46932,-0.37975,Entire home/apt,69,3,537,2023-09-09,5.12,1,182,75,VT-42520-V
2972825,Rental unit in València · ★4.67 · 2 bedrooms · 2 beds · 1 bath,15166343,Ines,CAMINS AL GRAU,LA CREU DEL GRAU,39.46434,-0.35032,Entire home/apt,150,1,4,2018-11-18,0.05,1,361,0,
5187178,Rental unit in València · ★4.73 · 2 bedrooms · 3 beds · 2 baths,26831472,Yolanda,L'EIXAMPLE,RUSSAFA,39.45962,-0.37482,Entire home/apt,140,2,16,2023-08-14,0.15,1,76,1,
5191760,Loft in València · ★4.93 · 1 bedroom · 1 bed · 1 bath,4075514,Alicia,CIUTAT VELLA,EL MERCAT,39.47387,-0.37678,Entire home/apt,82,2,268,2023-09-11,2.58,6,189,38,VT-34651-V
2990368,Rental unit in Valencia · ★4.86 · 1 bedroom · 2 beds · 1 bath,3325488,Ana,CAMINS AL GRAU,CAMI FONDO,39.46557,-0.35628,Entire home/apt,65,20,15,2020-08-30,0.14,1,10,0,VT-36809-V
3070240,Rental unit in Valencia · ★4.88 · 2 bedrooms · 4 beds · 1 bath,3155089,Francisco,CIUTAT VELLA,LA SEU,39.4785,-0.37601,Entire home/apt,243,2,72,2023-06-25,0.64,14,336,2,VT-34227-V
5229002,Rental unit in València · ★4.93 · 3 bedrooms · 4 beds · 1 bath,18677767,Ignacio,L'EIXAMPLE,RUSSAFA,39.45915517651022,-0.375626827444584,Entire home/apt,175,2,160,2023-09-08,1.55,1,282,32,VT-40525-V
5264483,Rental unit in Valencia · ★4.62 · 1 bedroom · 2 beds · 1 bath,2037083,Isabel,RASCANYA,SANT LLORENS,39.49344,-0.36077,Entire home/apt,90,28,26,2023-05-30,0.25,12,42,5,Registro Turístico nº VT-36686-V
3079779,Rental unit in Valencia · ★4.62 · 1 bedroom · 2 beds · 1 bath,2400319,Luke,EXTRAMURS,LA PETXINA,39.47483,-0.38938,Entire home/apt,98,3,173,2023-08-31,1.57,1,3,25,VT-46877-V
3161188,Rental unit in Valencia · ★4.59 · 1 bedroom · 1 bed · 1 bath,6516174,Grego,L'EIXAMPLE,RUSSAFA,39.46075,-0.3764,Private room,31,5,116,2023-08-30,1.19,2,308,25,
5283997,Rental unit in València · ★4.99 · 2 bedrooms · 3 beds · 2 baths,27357046,Maria,CIUTAT VELLA,EL MERCAT,39.47352,-0.37589,Entire home/apt,333,2,173,2023-09-10,2.06,1,288,45,VT-33246-V
5325288,Rental unit in València · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,26397064,Ana Raquel,EXTRAMURS,LA PETXINA,39.47292,-0.39063,Private room,30,28,22,2023-06-25,0.21,2,207,6,
3175070,Loft in Valencia · ★4.51 · Studio · 2 beds · 1 bath,12282162,Carmina Y Ivan,CIUTAT VELLA,EL CARME,39.47891,-0.38047,Entire home/apt,75,2,362,2023-08-21,3.21,4,151,49,VT-37981-V
3212375,Rental unit in Valencia · ★4.38 · 2 bedrooms · 3 beds · 1 bath,16273898,Art & Flats,CIUTAT VELLA,SANT FRANCESC,39.4707,-0.37885,Entire home/apt,120,1,279,2023-06-14,2.51,4,195,3,VT-37482-V
5360076,Rental unit in València · 1 bedroom · 1 bed · 1 bath,27785649,Amparo,EXTRAMURS,LA PETXINA,39.47099,-0.38717,Private room,35,1,0,,,1,0,0,
5401943,Rental unit in València · ★4.83 · 2 bedrooms · 3 beds · 1 bath,1512611,Lula & Luna,CIUTAT VELLA,EL PILAR,39.47165,-0.38129,Entire home/apt,110,2,35,2023-07-31,1.46,4,277,14,
3275634,Home in Valencia · ★3.67 · 6 bedrooms · 10 beds · 4 baths,535881,Vicente,CIUTAT VELLA,EL CARME,39.47704,-0.38262,Entire home/apt,1200,1,3,2016-08-14,0.03,7,361,0,
3279232,"Rental unit in El Perellonet, Valencia · ★4.55 · 3 bedrooms · 4 beds · 2 baths",5849297,Paula,POBLATS DEL SUD,EL PERELLONET,39.29792,-0.28877,Entire home/apt,140,2,11,2022-06-19,0.10,1,13,0,
5429336,Loft in València · ★4.77 · 1 bedroom · 2 beds · 1 bath,27424764,Pedro,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46611022949219,-0.3272239863872528,Entire home/apt,130,3,112,2023-09-14,1.09,3,125,20,VT-51189-V
5432823,Loft in València · ★4.61 · 1 bedroom · 4 beds · 1 bath,12282162,Carmina Y Ivan,CIUTAT VELLA,EL CARME,39.48017,-0.38102,Entire home/apt,102,2,378,2023-09-01,3.65,4,144,54,VT-37984-V
3340429,Rental unit in Valencia · ★4.64 · 2 bedrooms · 3 beds · 2 baths,16740356,Berta,POBLATS MARITIMS,LA MALVA-ROSA,39.48301,-0.3269,Entire home/apt,96,2,95,2023-09-04,0.85,1,39,17,VT-37231-V
5436669,Rental unit in València · ★4.30 · 3 bedrooms · 3 beds · 1 bath,219476,Toni,LA SAIDIA,MORVEDRE,39.48626,-0.37273,Entire home/apt,73,5,20,2023-08-30,0.20,4,91,8,VT-41541-V
5502004,Rental unit in Valencia · ★4.93 · 2 bedrooms · 2 beds · 2 baths,18590159,Yvonne,POBLATS DEL SUD,EL SALER,39.35787,-0.31998,Entire home/apt,200,3,44,2023-07-15,0.43,1,364,9,
3398866,Rental unit in València · ★4.71 · 2 bedrooms · 2 beds · 2 baths,12524685,David,CIUTAT VELLA,EL PILAR,39.47493,-0.38381,Entire home/apt,161,3,91,2023-09-11,0.83,12,164,1,VT-34183-V
3426665,Rental unit in Valencia · ★4.70 · 2 bedrooms · 2 beds · 1 bath,2563972,Melanie,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.463,-0.33069,Entire home/apt,130,7,296,2023-09-10,2.66,3,291,42,VT-36385-V
5514387,Rental unit in Valencia · ★4.43 · 2 bedrooms · 4 beds · 1 bath,8699094,Vicente,CAMPANAR,CAMPANAR,39.47886276245117,-0.39163100719451904,Entire home/apt,102,2,35,2023-08-28,0.34,2,100,9,
3428145,Rental unit in Valencia · ★4.84 · 2 bedrooms · 3 beds · 2 baths,14719480,Esther,POBLATS MARITIMS,LA MALVA-ROSA,39.47706,-0.32723,Entire home/apt,100,5,81,2023-08-30,0.73,1,3,10,
5514651,Loft in València · ★4.76 · Studio · 1 bed · 1 bath,28604409,Rafa,L'EIXAMPLE,RUSSAFA,39.45902,-0.3752,Entire home/apt,75,3,193,2023-08-27,1.87,1,312,22,VT-40051-V
3459023,Rental unit in València · ★4.93 · 1 bedroom · 2 beds · 1 bath,372326,Sandro And BB,CIUTAT VELLA,EL MERCAT,39.47224,-0.37941,Entire home/apt,139,28,61,2023-07-25,0.88,2,133,8,
5536781,Rental unit in València · ★4.93 · 1 bedroom · 1 bed · 1 bath,28708606,Pilar,CIUTAT VELLA,EL CARME,39.48049,-0.3822,Entire home/apt,60,2,125,2019-08-24,1.21,1,0,0,
3459543,Rental unit in Playa Malvarrosa Valencia · ★4.90 · 1 bedroom · 2 beds · 1 bath,17434716,Jose María,POBLATS MARITIMS,LA MALVA-ROSA,39.48222,-0.32754,Entire home/apt,108,4,20,2022-10-21,0.18,1,285,1,VT-34285-V
5560396,Rental unit in València · ★4.73 · 2 bedrooms · 3 beds · 1 bath,28826149,Jordi Y Mariam,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46536,-0.32941,Entire home/apt,150,3,188,2023-08-26,1.85,2,89,28,VT-36507-V
3472484,Rental unit in València · ★4.91 · 1 bedroom · 4 beds · 1 bath,17493319,Juan,EXTRAMURS,LA ROQUETA,39.46761,-0.38021,Entire home/apt,72,3,317,2023-09-04,4.40,4,100,57,
3477744,Loft in Valencia · ★4.43 · Studio · 4 beds · 1 bath,12282162,Carmina Y Ivan,CIUTAT VELLA,EL CARME,39.48117,-0.38146,Entire home/apt,83,2,316,2023-08-31,2.87,4,148,32,VT-37983-V
3517823,Rental unit in Valencia · ★4.51 · 1 bedroom · 1 bed · 1 shared bath,3242505,Jorge,EXTRAMURS,ARRANCAPINS,39.46854,-0.38735,Private room,46,2,162,2023-09-11,1.45,1,6,1,VT-39423-V
5561073,Rental unit in Valencia · ★4.45 · 2 bedrooms · 3 beds · 2 baths,18463780,Permafrost,CIUTAT VELLA,LA SEU,39.47635,-0.37588,Entire home/apt,110,2,297,2023-08-31,2.95,28,111,51,
5561557,Rental unit in València · ★4.70 · 2 bedrooms · 3 beds · 1 bath,28826149,Jordi Y Mariam,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4646,-0.3297,Entire home/apt,151,3,218,2023-09-03,2.14,2,105,25,VT-41441-V
